date	user	repo	forks	stars	open_issues	last_update	last_push
2019-06-06	nep63	SILLYACRONYM	0	0	0	2019-06-06	2019-06-06
2019-06-06	qlilab	myproject	0	0	0	2019-06-06	2019-06-06
2019-06-06	slmyself	SILLYACRONYM	0	0	0	2019-06-06	2019-06-06
2019-06-06	snoopy57	SILLYACRONYM	0	0	0	2019-06-06	2019-06-06
2019-06-06	xxihe	bootcamp	0	0	0	2019-06-06	NA
2019-06-10	philippbroniecki	power_and_transparency	0	0	0	2019-06-11	2019-06-11
2019-06-11	jdblischak	wflow-tidy-tuesday	0	0	0	2019-10-17	2019-10-17
2019-06-12	jdblischak	wflow-datos-de-miercoles	1	0	0	2019-06-21	2019-06-21
2019-06-12	lchski	requirement-responsibility-labeller	0	0	1	2019-12-04	2019-12-04
2019-06-12	surbut	nejm	0	0	0	2020-08-31	2020-08-31
2019-06-16	FangBigSheep	stats-topics	0	1	0	2019-08-28	2019-08-28
2019-06-16	samuel-carleial	data-analysis-reference	0	2	0	2021-01-03	2021-01-03
2019-06-17	allenczhu	stats_2019_lecture_2	0	0	0	2019-06-17	2019-06-17
2019-06-17	allenczhu	summerstats2019	0	0	0	2019-06-17	2019-06-17
2019-06-18	bfairkun	snaptron-analysis	1	0	0	2019-09-03	2019-09-03
2019-06-18	lazappi	OzSingleCell2019	0	1	0	2019-12-06	2019-10-15
2019-06-20	johnmorehouse	workflow_template	0	0	0	2019-06-21	2019-06-21
2019-06-20	Paresh98000	DataScienceProject_Python	0	0	0	2019-06-28	2019-06-28
2019-06-24	AMChalkie	test_workflowr	0	0	0	2019-06-24	2019-06-24
2019-06-24	the-pudding	libraries-data	0	0	0	2019-06-24	2019-06-24
2019-06-24	Wenhe-Lin	myproject	0	0	0	2019-06-24	2019-06-24
2019-06-26	miRTop	isomir_accuracy_meta_analysis	0	0	0	2019-09-24	2019-09-24
2019-06-27	zihao12	topic-model-experiments	0	0	0	2019-12-06	2019-12-06
2019-07-02	lukeholman	cost_of_SR_Dpseudo	0	0	0	2019-11-14	2019-11-14
2019-07-03	bishalsainju	Job-Satisfaction	0	0	1	2020-05-18	2020-05-18
2019-07-04	RenTissier	shrinkCRISPRSimulations	0	0	0	2019-07-04	2019-07-04
2019-07-04	wlandau	spain_census	0	0	0	2019-11-21	2020-10-27
2019-07-06	reefgenomics	CBASS84	1	1	1	2020-12-14	2021-01-07
2019-07-08	zihao12	count_dataset_analysis	0	0	0	2019-07-08	2019-07-08
2019-07-10	surbut	KKScardiology	0	0	0	2019-07-20	2019-07-20
2019-07-10	the-pudding	shelters	1	0	13	2019-10-15	2020-12-11
2019-07-15	DARTH-git	darthpack	5	10	5	2020-12-29	2020-09-02
2019-07-15	zjiang2	myproject	0	0	0	2019-07-16	2019-07-16
2019-07-16	GreathouseLab	Fiber_Intervention_Study	0	0	0	2020-06-30	2020-06-30
2019-07-16	maritrinez	elections_2019	0	0	0	2019-09-17	2019-09-17
2019-07-16	mkrzak	Benchmarking_Clustering_Methods_scRNAseq	2	5	0	2020-12-18	2019-12-20
2019-07-17	hillarykoch	climb_page	0	0	0	2020-10-15	2020-10-15
2019-07-18	arryyao	nyc-taxi-data	0	0	0	2019-07-18	2019-07-18
2019-07-19	chj1ar	practice_project	0	0	0	2019-07-19	2019-07-19
2019-07-19	timtrice	enhanced_workflowr	0	2	0	2020-03-02	NA
2019-07-23	crazyhottommy	scRNA-seq-workshop-Fall-2019	9	25	0	2021-01-08	2019-08-08
2019-07-23	DongyueXie	SMF	1	0	0	2020-04-04	2020-04-04
2019-07-23	sjmiller8182	RegressionHousingPrices	3	1	0	2020-03-11	2020-03-05
2019-07-25	chj1ar	weekly_report20190715-21	0	0	0	2019-12-30	2019-12-30
2019-07-26	surbut	LVAD	0	0	0	2019-07-27	2019-07-27
2019-07-31	jdblischak	test-linguist	0	0	0	2019-08-02	2019-08-02
2019-07-31	munoztd0	REWOD	1	1	0	2020-10-28	2020-04-28
2019-08-01	nicolagnecco	causalXtreme	4	2	0	2020-12-08	2020-12-08
2019-08-01	vassar-cogscilab	Rhythm-Preference	0	0	0	2019-12-06	2019-12-06
2019-08-02	evanrussek	forage_jsp	0	0	0	2020-04-20	2020-03-22
2019-08-05	henssenlab	TreeShapedRearrangements	5	5	0	2020-11-05	2020-11-05
2019-08-05	katerobsau	NWO_Project	0	0	3	2020-07-12	2020-07-12
2019-08-06	clbennet	test2	0	0	0	2019-08-06	2019-08-06
2019-08-06	gnjardim	higher-education_incentives	0	0	0	2020-12-11	2020-12-11
2019-08-06	zjiang2	beta_prim_vs_sec_analysis	0	0	0	2019-09-05	2019-09-05
2019-08-08	antass	workflowr_test	0	0	0	2019-08-08	2019-08-08
2019-08-08	treder	MVPA-Light-Paper	0	0	0	2020-07-27	2020-07-27
2019-08-09	KThompson0308	AttritionPrediction	0	1	0	2019-12-10	2019-09-08
2019-08-10	dtbukowski	tornado	0	1	0	2020-10-28	2019-09-13
2019-08-11	umccr	SNV	0	0	0	2019-12-18	2019-08-12
2019-08-12	lindagai	workflow_example	0	0	0	2019-09-05	2019-09-05
2019-08-12	srkobakian	experiment	1	6	0	2020-12-18	2021-01-11
2019-08-12	umccr	CNV	0	0	0	2019-12-18	2019-08-17
2019-08-13	bfairkun	cheRNA_pilot	0	0	0	2020-02-07	2020-02-07
2019-08-13	SCgeeker	PSA002_board_test	0	0	0	2019-08-17	2019-08-17
2019-08-14	bakulskilab	SmokingTCGA	0	0	0	2019-12-09	NA
2019-08-14	jhsiao999	peco-paper	1	3	0	2020-10-05	2020-10-05
2019-08-18	davan690	beech-publication-wr	0	1	0	2020-08-15	2020-03-22
2019-08-18	mrtkp9993	R-Examples	0	0	0	2019-08-22	2019-09-15
2019-08-22	srfdata	2019-08-representation	0	0	0	2019-08-27	2019-08-27
2019-08-22	zjanna	characterize_batches	0	0	1	2019-11-03	2019-11-03
2019-08-23	SUwonglab	rss-net	3	7	0	2020-12-02	2020-12-02
2019-08-25	jenrichmond	regression	0	0	0	2019-08-26	NA
2019-08-25	nwae	nwae	0	0	0	2021-01-18	2021-01-18
2019-08-26	dynverse	dyngen_manuscript	1	3	2	2021-01-25	2021-01-25
2019-08-28	longread-well	bakeoff	1	1	1	2020-09-28	2020-09-28
2019-08-29	andrewg3311	Group_SuSiE	0	0	0	2019-09-02	2019-09-02
2019-08-29	HernanGaleano	rfonacide	1	0	0	2020-03-22	2020-03-22
2019-08-29	relorbany	Exp1_prelim_analysis	0	1	0	2020-01-19	2019-08-29
2019-08-29	relorbany	testproject	0	0	0	2019-08-29	2019-08-29
2019-08-30	AustinQiu	STA463	0	0	0	2019-08-30	2019-08-30
2019-08-30	carterlf	STA463	0	0	0	2019-08-30	2019-08-30
2019-08-30	daisyt7	test_sta463	0	0	0	2019-08-30	2019-08-30
2019-08-30	fuh4	STA463	0	0	0	2019-08-30	2019-08-30
2019-08-30	gilmore-lab	sex-differences-in-motion-perception	0	1	4	2020-11-15	2020-11-15
2019-08-30	HelenaLC	BC2_2019-workshop_multi-scRNA-seq	1	1	1	2019-09-09	2019-09-09
2019-08-30	kgaither	test_sta463	0	0	0	2019-08-30	2019-08-30
2019-08-30	meng5540	11	0	0	0	2019-08-30	2019-08-30
2019-08-30	oconno36	Program1	0	0	0	2019-08-30	2019-08-30
2019-08-30	Sarahjfrick	LabAssignment1	0	0	0	2019-08-30	2019-08-30
2019-08-30	sebrinkc	test	0	0	0	2019-08-30	2019-08-30
2019-08-30	shakermavs10	STA463Test	0	0	0	2019-08-30	2019-08-30
2019-08-30	shiy14	666	0	0	0	2019-08-30	2019-08-30
2019-08-30	vorpekl	STA563Test	0	0	0	2019-08-30	2019-08-30
2019-09-02	brimittleman	Comparative_APA	0	0	0	2020-12-24	2020-12-24
2019-09-02	LiYingWang	kwl.pottery	1	2	0	2021-01-15	2021-01-14
2019-09-02	shiy14	Assginment1	0	0	0	2019-09-02	2019-09-02
2019-09-02	shiy14	Lab1	0	0	0	2019-09-02	NA
2019-09-02	shiy14	Lab1Assignment	0	0	0	2019-09-04	2019-09-04
2019-09-03	mparilla	foxo	0	0	0	2020-02-02	NA
2019-09-04	jakezhusph	Test_Project	0	0	0	2019-09-04	2019-09-04
2019-09-04	YANGY44	STA463-Lab1	0	0	0	2019-09-04	2019-09-04
2019-09-05	andrewg3311	Multiplicative_Additive_Effect_Models	0	0	0	2019-09-06	2019-09-06
2019-09-05	bakulskilab	CTD_SpontAb	0	0	0	2020-05-29	2019-09-05
2019-09-06	PhuongHo99	statest	0	0	0	2019-09-06	2019-09-06
2019-09-06	shiy14	Lab2	0	0	0	2019-09-13	2019-09-13
2019-09-06	statslee	STA463_563_Fall2019	2	0	0	2019-09-06	2019-09-06
2019-09-06	vorpekl	Lab01	0	0	0	2019-09-06	2019-09-06
2019-09-09	andrewg3311	VEB-Boost-workflowR	0	0	0	2020-05-12	2020-05-12
2019-09-09	lukeholman	W_shredder_model	1	0	0	2019-10-15	2019-10-09
2019-09-11	jma1991	heart	0	0	0	2019-12-18	2019-12-18
2019-09-12	DanzyStats	STA462	0	0	0	2019-10-31	2019-10-31
2019-09-12	KaiqianZhang	princeton-research-diary	0	0	0	2019-09-19	2019-09-19
2019-09-12	srfdata	2019-09-women-in-politics	0	0	0	2019-09-16	2019-09-12
2019-09-13	dleelab	STA463_563_Fall2019	0	0	0	2020-02-21	2019-11-25
2019-09-13	muriteams	si-and-socnets	0	0	0	2019-11-30	2019-11-30
2019-09-16	jma1991	EHF	0	0	0	2020-02-16	2020-02-16
2019-09-16	wimspaargaren	scraper	1	1	0	2020-12-30	2019-11-27
2019-09-17	jma1991	LHF	0	0	0	2020-02-19	2020-02-19
2019-09-17	YoungjunNa	asf-timeline	0	7	0	2020-02-29	2019-10-18
2019-09-18	CreRecombinase	bed_fiz	0	0	0	2019-11-06	2019-11-06
2019-09-20	CarolineKaiser	gene_project_v1	0	0	0	2019-09-20	2019-09-20
2019-09-20	catferna	workshop	0	0	0	2019-09-20	2019-09-20
2019-09-20	drdayjee	gene_project_v1	0	0	0	2019-09-20	2019-09-20
2019-09-20	dtbukowski	WeatherData	0	0	0	2019-09-20	2019-09-20
2019-09-20	ekushkowski	project_dir	0	0	0	2019-09-20	2019-09-20
2019-09-20	erikmcintire	gene_project_v1	0	0	0	2019-09-20	2019-09-20
2019-09-20	hrobertson29	data_softwarecarpentry	0	0	0	2019-09-20	2019-09-20
2019-09-20	liliw-w	R_workshop	0	0	0	2019-09-20	NA
2019-09-20	natiop	gene_project_v1	0	0	0	2019-09-20	2019-09-20
2019-09-20	shiy14	Lab3	0	0	0	2019-09-20	2019-09-20
2019-09-20	XiaoxuanLin19	gene.project.v1	0	0	0	2019-09-20	2019-09-20
2019-09-22	joellarwood	MusicEmoRegInRumination	0	0	0	2019-10-15	2020-01-03
2019-09-23	zihao12	ebpmf_demo	0	1	0	2020-06-01	2020-05-08
2019-09-24	langcog	curiobaby_drop	1	0	1	2021-01-25	2021-01-25
2019-09-24	StephanLewandowsky	angelo	0	0	0	2020-03-29	2020-03-29
2019-09-25	jdblischak	wflow-r4ds	0	0	0	2019-10-18	2019-10-18
2019-09-25	surbut	lipids_mvp	1	0	0	2021-01-22	2021-01-22
2019-09-26	carlmurie	Vahey	0	0	0	2020-04-02	2020-04-02
2019-09-27	epid8060fall2019	RolandRichard-Visualization	0	0	0	2019-09-27	2019-09-27
2019-09-27	rrichard1	RolandRichard-Visualization	0	0	0	2019-09-27	2019-09-27
2019-09-30	ceanver	ExOpMLP	0	0	0	2019-10-02	2019-10-02
2019-09-30	jgblanc	GWAS_catalog	0	0	0	2019-10-07	2019-10-07
2019-09-30	KaiqianZhang	dpcca-gtexv8	0	0	0	2019-10-11	2019-10-11
2019-09-30	perslab	hundahl-2019	0	0	0	2019-10-21	2019-10-21
2019-10-03	AdamCSmithCWS	BAM_CAWA	0	0	0	2019-11-04	2019-11-04
2019-10-03	fionarhuang	tree_PBMC	0	0	0	2019-10-03	2019-10-03
2019-10-04	KaiqianZhang	Toolkit	0	0	0	2019-11-15	2019-11-15
2019-10-07	tk382	MMVBVS	0	0	0	2019-12-07	2019-12-07
2019-10-08	harrisonwood	harrison-wood-resume	0	0	0	2019-10-08	2019-10-08
2019-10-08	iucvl	Learning-generative-principles-of-a-symbol-system	3	0	3	2020-02-19	2020-04-25
2019-10-09	jlopezton	Elements-of-Statistics	0	0	0	2019-10-17	2019-10-09
2019-10-09	jma1991	Embryo	0	0	0	2019-10-17	2019-10-17
2019-10-09	jma1991	Yolk	0	0	0	2019-10-09	2019-10-09
2019-10-11	pcarbo	cars	0	0	0	2019-10-11	2019-10-11
2019-10-13	acloudysun12	Matrix_Facs	0	0	0	2020-02-20	2020-02-20
2019-10-13	topographos	surveys	0	0	0	2020-02-05	2020-02-05
2019-10-14	HelenaLC	Pummel_et_al-hand2_LPM	0	0	0	2020-11-11	2020-11-11
2019-10-14	sefabey	hatelab_website	0	0	0	2020-06-29	2020-06-29
2019-10-15	joellarwood	MusicalEmotionModelling	0	0	0	2019-10-15	2019-10-15
2019-10-16	jens-daniel-mueller	Diurnal_pCO2_variability_Baltic	0	0	0	2019-10-17	2019-10-17
2019-10-17	adamzhang22	myproject	0	0	0	2019-10-17	2019-10-17
2019-10-17	jens-daniel-mueller	Baltic_Productivity	0	0	2	2020-04-23	2020-04-23
2019-10-17	jiangmengli19	myproject	0	0	0	2019-10-21	2019-10-21
2019-10-17	junjiechoo24	myproject	0	0	0	2019-10-17	2019-10-17
2019-10-17	KBurbank	workflowr_test	0	0	0	2019-10-17	2019-10-17
2019-10-17	lukeholman	social_immunity	1	0	0	2020-08-21	2020-08-21
2019-10-17	mburkholder08	Teeth-Growth-Example-WorkflowR	0	0	0	2020-01-17	2020-01-17
2019-10-17	pcarbo	myproject	0	0	0	2019-10-17	2019-10-17
2019-10-17	simaaq	myproject	0	0	0	2019-10-17	2019-10-17
2019-10-17	tonypanx	myproj	0	0	0	2019-10-18	2019-10-18
2019-10-17	zhengzihaosqs	myproject	0	0	0	2019-10-17	2019-10-17
2019-10-18	TaoFeng1234	myproject	0	0	0	2020-09-15	2020-09-15
2019-10-18	topographos	cameras	0	0	2	2020-05-26	2020-06-18
2019-10-19	jiangmengli19	hw3final1	0	0	0	2019-10-22	2019-10-22
2019-10-19	jiangmengli19	hw3try	0	0	0	2019-10-19	2019-10-19
2019-10-19	tonypanx	Homework3	0	0	0	2019-10-21	2019-10-21
2019-10-20	adamzhang22	STAT37810_HW3	0	0	0	2019-10-21	2019-10-21
2019-10-20	junjiechoo24	homework3	0	0	0	2019-10-20	2019-10-20
2019-10-20	simaaq	Homework3	0	0	0	2019-10-22	2019-10-22
2019-10-20	zhengzihaosqs	HW3	0	0	0	2019-10-20	2019-10-20
2019-10-21	jens-daniel-mueller	BloomSail	0	0	2	2021-01-08	2021-01-08
2019-10-21	mburkholder08	baseballproject	0	0	0	2020-01-17	2020-01-17
2019-10-21	PercyZhai	378Assignment3	0	0	0	2019-10-21	2019-10-21
2019-10-22	jbayham	arec570-reproducibility	0	0	0	2019-10-22	2019-10-22
2019-10-22	jiangmengli19	hw3final2	0	0	0	2019-10-22	2019-10-22
2019-10-22	MoomooA	workflowr	0	0	0	2019-10-22	2019-10-22
2019-10-22	mzettersten	crossSitRepMem	0	0	0	2020-07-06	2020-07-06
2019-10-22	shugamoe	csgotrica	1	0	4	2020-02-29	2020-07-19
2019-10-23	jeanlucj	QCtoGBSsnps	0	0	0	2019-10-23	2019-10-23
2019-10-23	xf15	prosody_study_exp	0	0	0	2020-11-09	2020-11-09
2019-10-24	UCdrdlee	myproject	0	0	0	2019-10-24	2019-10-24
2019-10-25	omaratr	myproject2	0	0	0	2019-10-25	2019-10-25
2019-10-25	pcarbo	wflow-tornadoes	0	0	0	2019-10-25	2019-10-25
2019-10-28	perslab	bentsen-rausch-2020	0	0	0	2020-06-02	2019-12-06
2019-10-29	hawkrobe	conventions_model	1	1	3	2020-12-18	2020-12-18
2019-10-29	jixing475	hdi	0	0	0	2019-10-29	2019-10-29
2019-10-31	d3m-purdue	terra-explore	0	0	0	2020-02-26	2019-11-05
2019-10-31	ludvigla	STUtility_web_site	0	3	0	2020-12-03	2020-10-06
2019-10-31	sefabey	GoodnessBot	0	0	0	2019-10-31	2019-10-31
2019-11-01	AdamCSmithCWS	BBSIndices	0	1	0	2020-08-11	2020-08-11
2019-11-01	srfdata	2019-12-ess-timing-of-life	0	0	0	2019-12-06	2019-12-06
2019-11-03	davetang	reproducible_bioinformatics	1	8	0	2020-06-24	2020-06-20
2019-11-06	petebaker	myproject	0	0	0	2019-11-06	2019-11-06
2019-11-06	powellgenomicslab	RPE_scRNA_AgedStudy	1	1	0	2021-01-17	2020-03-18
2019-11-08	jgblanc	infer_mutational_bias	0	0	0	2020-06-29	2020-06-29
2019-11-11	Bayless	myproject	0	0	0	2019-11-12	2019-11-12
2019-11-12	meliao	metabolomics_analysis	0	0	0	2019-11-12	2019-11-12
2019-11-13	srfdata	2019-11-ombudscom	0	1	0	2019-11-19	2019-11-19
2019-11-14	Margareth2407	Thesis_single_RNA	0	0	0	2020-02-17	2020-02-17
2019-11-15	dfquaresma	sdproj	0	0	0	2019-11-19	2019-11-19
2019-11-18	shugamoe	cleanit	0	0	0	2020-09-21	2020-09-21
2019-11-20	RafaelSchuetz	Pareto	1	0	0	2020-04-08	2020-04-08
2019-11-20	stephenslab	mash-single-cell-rnaseq	0	0	0	2020-01-14	2020-01-14
2019-11-21	sefabey	Drug_Flows	0	0	0	2019-11-21	2019-11-21
2019-11-21	wolfemd	IITA_2019GS	0	0	0	2020-02-14	2020-02-14
2019-11-21	wolfemd	NRCRI_2019GS	0	0	0	2020-02-14	2020-02-14
2019-11-22	DongyueXie	misc	0	0	0	2020-11-10	2020-11-10
2019-11-26	bfairkun	cookiecutter-wflowR-smk	0	1	0	2020-12-17	2020-12-17
2019-11-26	opus1993	myTidyTuesday	0	1	0	2021-01-20	2021-01-20
2019-11-27	anthonyhung	OAStrain	0	0	0	2020-11-30	2020-11-30
2019-11-27	jennysjaarda	PSYMETAB	0	0	0	2020-09-24	2020-09-24
2019-11-28	pzross	AdamsLab	0	0	0	2019-11-28	2019-11-28
2019-11-28	srfdata	2019-11-auswirkungen-klimawandel	0	1	0	2020-05-21	2020-09-30
2019-11-29	vincent-van-hoef	workflowr_test	0	0	0	2020-01-14	2020-01-14
2019-12-02	bfairkun	rna-seq-dhx38	0	0	0	2020-07-07	NA
2019-12-03	AnselmJeong	OCIR	0	0	0	2019-12-06	2019-12-06
2019-12-03	AnselmJeong	workflowr_demo	0	0	0	2019-12-03	2019-12-03
2019-12-03	fionarhuang	treeclimbR_animation	0	0	0	2020-06-09	2020-06-09
2019-12-05	saezlab	ModelingMPS	1	0	0	2020-01-16	2019-12-11
2019-12-05	vassar-cogscilab	score-van-dijck	0	0	0	2020-06-15	2020-06-15
2019-12-06	han16	mirage	0	0	0	2019-12-06	2019-12-06
2019-12-09	bakulskilab	HRS_AD_PGS_main_effect	0	0	0	2019-12-09	2019-12-09
2019-12-09	zouyuxin	dsc_susie_rss_ukb	0	0	0	2020-12-27	2020-12-27
2019-12-10	baerlachlan	rnaSeqQC	0	0	0	2020-01-21	2020-01-21
2019-12-10	mzfu	Mendelian-Randomization-on-Smoking-and-Dementia	0	0	0	2019-12-10	2019-12-10
2019-12-11	bryanwhiting	workflowr_demo	0	0	0	2019-12-11	2019-12-11
2019-12-11	jennysjaarda	proxyMR	0	0	0	2021-01-22	2021-01-22
2019-12-11	srfdata	2019-12-climate-strikes	0	0	0	2019-12-14	2019-12-14
2019-12-12	jmp448	SC_Cardiomyocyte	0	0	0	2020-03-31	2020-03-31
2019-12-13	brookshenry3	PMD_project_workflowr	0	1	0	2020-04-24	2019-12-13
2019-12-18	cgpu	ggpackages	0	0	0	2019-12-18	2019-12-18
2019-12-18	TianqiLuo49	Variational-Bayes-Research	0	0	0	2020-11-16	2020-11-16
2019-12-19	dewoller	update_opioid_drug_factors	0	0	0	2019-12-19	2019-12-19
2019-12-20	jennysjaarda	future_reference	0	0	0	2019-12-20	2019-12-20
2019-12-22	cgpu	alfie	0	0	0	2019-12-26	2019-12-26
2019-12-26	pnatsi	orthosims	0	0	0	2019-12-26	2019-12-26
2019-12-30	jens-daniel-mueller	SOCAT_pCO2_temperature_conversion	0	0	0	2020-01-03	2020-01-03
2019-12-31	StephanLewandowsky	MuhsinPhase1	0	0	0	2020-01-08	2020-01-08
2019-12-31	ysfoo	sparsefactor	0	2	0	2020-05-05	2020-02-24
2020-01-03	higsch	childhood-mortality	0	2	1	2020-12-14	2020-12-14
2020-01-06	hakyimlab	hgen471	1	0	0	2020-03-12	2020-03-12
2020-01-10	jbergenstrahle	STUtility_web_site	0	0	0	2020-01-10	2020-01-10
2020-01-10	kevinwang09	tidytuesday2	0	0	0	2020-01-10	2020-01-10
2020-01-11	stephenslab	reading_lists	1	1	0	2020-09-25	2020-01-11
2020-01-13	guluo2016	luceneCodeStudy	0	0	0	2020-01-13	2020-04-03
2020-01-13	jsphillips2	myvatn_charr	0	0	0	2021-01-15	2021-01-15
2020-01-13	UofABioinformaticsHub	20170327_Psen2S4Ter_RNASeq	0	0	0	2020-07-28	2020-07-28
2020-01-13	ValentinVoillet	Simon_et_al_2020	0	0	0	2020-01-21	NA
2020-01-15	stephenslab	test	0	0	0	2020-01-15	2020-01-15
2020-01-16	psyguy	ESS2016-DTH	0	0	0	2020-01-19	2020-01-19
2020-01-17	robwschlegel	MHWflux	1	0	0	2020-12-21	2020-12-21
2020-01-18	andreantonacci	aviation-accidents	0	3	0	2020-05-28	2020-01-19
2020-01-20	jeanlucj	Lab1_7170	0	0	0	2020-01-20	2020-01-20
2020-01-23	soumikp	heteroplasmy	0	0	0	2020-03-04	2020-03-04
2020-01-23	the-pudding	rain	1	0	8	2020-02-27	2020-12-12
2020-01-25	brownag	CA649	0	0	0	2020-08-04	2020-08-04
2020-01-27	DanzyStats	STA483	0	0	0	2020-01-29	2020-01-29
2020-01-28	d3m-purdue	terra-season4-explore	0	1	0	2020-02-04	2020-01-29
2020-01-30	maggiechy	myproject	0	0	0	2020-01-31	2020-01-31
2020-01-31	maggiechy	SVM-Comparison	0	0	0	2020-01-31	2020-01-31
2020-02-01	BodenmillerGroup	cytomapper_publication	1	1	1	2021-01-11	2021-01-11
2020-02-01	MaxOnAnalytics	blog	0	0	0	2020-10-10	2020-10-10
2020-02-02	jeanlucj	Lab2_7170	0	0	0	2020-02-03	2020-02-03
2020-02-02	sinanassiri	test_project	0	0	0	2020-02-02	2020-02-02
2020-02-03	willwerscheid	MLB	0	0	0	2020-03-08	2020-03-08
2020-02-05	j3gu	PRS_project	0	0	0	2020-03-29	2020-03-29
2020-02-05	lukeholman	apis_retinue_expt	0	0	0	2020-10-14	2020-03-16
2020-02-05	mabarbour	foodweb-theory	0	0	0	2020-10-15	2020-10-15
2020-02-05	mabarbour	genes-to-foodweb-stability	0	0	0	2020-10-11	2020-10-11
2020-02-06	ceanver	planifsu	0	0	0	2020-02-06	2020-02-06
2020-02-06	youngseok-kim	scipi-klnmf	1	0	0	2020-04-05	2020-04-05
2020-02-07	byrnesba	STA463	0	0	0	2020-02-14	2020-02-14
2020-02-07	carlmurie	mal067project	0	0	0	2020-03-31	2020-02-07
2020-02-07	huwwwww	test2	0	0	0	2020-02-07	2020-02-07
2020-02-07	jdblischak	example-workflowr-template	0	0	0	2020-02-07	2020-02-07
2020-02-07	jeanlucj	Lab3_7170	0	0	0	2020-02-08	2020-02-08
2020-02-07	julienrbrt	ut_bitinc_project	0	0	0	2020-10-16	2020-04-15
2020-02-07	LuningShan	workflowrtest	0	0	0	2020-02-14	2020-02-14
2020-02-07	saccogc1	workflowrTest	0	0	0	2020-02-07	2020-02-07
2020-02-07	sefabey	tr_sheeps	0	0	0	2020-02-08	2020-02-08
2020-02-07	Xinyu-L	test2	0	0	0	2020-02-14	2020-02-14
2020-02-07	yangj17	workflowrTest	0	0	0	2020-02-14	2020-02-14
2020-02-10	nt246	NTRES6940-data-science	40	21	1	2020-11-11	2020-12-10
2020-02-11	pcarbo	research-workflowr-template	0	0	0	2020-02-12	2020-02-12
2020-02-12	kkdey	singlecellLDSC	0	0	0	2020-03-06	2020-03-06
2020-02-12	liuz61	sta463	0	0	0	2020-02-14	2020-02-14
2020-02-12	sefabey	ARCCA_HPC_seminar	0	0	0	2020-02-12	2020-02-12
2020-02-13	annarice	model_adequacy_dev	0	0	0	2020-07-27	2020-07-27
2020-02-13	cheny120	sta463	0	0	0	2020-02-13	2020-02-13
2020-02-13	githubz0r	semb	0	0	0	2020-03-30	2020-03-30
2020-02-13	wolfemd	NaCRRI_2019GS	0	0	0	2020-02-14	2020-02-14
2020-02-14	CHENGY13	TEST-1	0	0	0	2020-02-14	2020-11-30
2020-02-14	dleelab	STA463_Spring_2020	0	0	0	2020-05-06	2020-05-06
2020-02-14	jind4	test2	0	0	0	2020-02-14	2020-02-14
2020-02-14	jind4	test3	0	0	0	2020-02-14	2020-02-14
2020-02-14	jjmaynard	SoilID.Testing	0	0	0	2020-03-03	2020-03-03
2020-02-14	liuz61	lab2	0	0	0	2020-02-14	2020-02-14
2020-02-14	LuningShan	inclass1	0	0	0	2020-02-14	2020-02-14
2020-02-14	statslee	sta463	0	0	0	2020-02-14	2020-02-14
2020-02-16	reifjulian	my-project	1	15	0	2021-01-22	2020-11-29
2020-02-16	sefabey	text_classification	0	0	0	2020-02-17	2020-02-17
2020-02-17	jeanlucj	Lab4_7170	0	0	0	2020-02-17	2020-02-17
2020-02-17	jgblanc	Blancetal	1	0	0	2020-10-15	2020-10-15
2020-02-18	acloudysun12	MMP_Analysis	0	0	0	2020-02-18	2020-02-18
2020-02-18	BrutishGuy	KULeuvenDatathon	0	0	0	2020-02-18	2020-02-18
2020-02-19	messamat	globalIRmap	0	1	0	2020-12-22	2020-12-22
2020-02-19	yangdongau	20190717_Lardelli_RNASeq_Larvae	0	0	0	2020-10-29	2020-10-29
2020-02-20	sphache	WorkFlowRProject	0	0	0	2020-02-20	2020-02-20
2020-02-22	acloudysun12	SCBs_Exploration	0	0	0	2020-05-12	2020-05-12
2020-02-24	jjmaynard	Global.Pedons	0	0	0	2020-02-24	2020-02-24
2020-02-24	scristia	RcppComputingClub	0	0	0	2020-02-25	2020-02-25
2020-02-26	EpiModel	COVID-CruiseShip	3	7	1	2020-08-24	2020-08-24
2020-02-27	konje	nyc-taxi-data	0	0	0	2020-02-27	2020-02-27
2020-02-27	shugamoe	illusionofchoice	0	0	0	2020-03-11	2020-03-11
2020-02-27	zouyuxin	mmbr-rss-dsc	1	0	0	2021-01-21	2021-01-21
2020-02-28	wolfemd	NGCtrialQualityMetrics	0	0	0	2020-02-28	2020-02-28
2020-03-03	dleelab	scJIVE	0	0	0	2020-03-03	2020-03-03
2020-03-03	madiganbrodsky	eyetracking_replication	2	1	0	2021-01-25	2021-01-25
2020-03-05	BrutishGuy	AAForB_Assignment2	0	2	0	2020-05-31	2020-05-31
2020-03-07	piinghel	Load-Forecasting	0	0	0	2020-08-14	2020-08-14
2020-03-07	zhaobn	mysterious-stones	0	1	0	2020-12-26	2020-12-26
2020-03-08	kkdey	Robocov-pages	0	0	0	2020-06-30	2020-06-30
2020-03-09	dewoller	covid-19	0	0	0	2020-03-21	2020-03-21
2020-03-10	TheJacksonLaboratory	Thaiss_workflow	0	0	0	2020-11-16	2020-03-27
2020-03-12	lukeholman	Methylation_Apis	0	0	0	2020-10-06	2020-10-06
2020-03-12	ngupta23	gdp_prediction	2	0	0	2020-05-08	2020-04-11
2020-03-14	dewoller	kelly_alcohol_analysis	0	0	0	2020-08-06	2020-08-06
